taxonUUID,taxonRank,kingdom,taiCOLNameCode,tfNameCode,simplifiedScientificName,scientificName,reason,number_of_occurrence,TT_URL
d0f57dd6-aa16-4311-8724-485bfa48e12e,species,Animalia,t0098557,"",Polistes strigosus,Polistes strigosus,相同Kingdom學名加命名者階層重複,7,https://taxatree.tbn.org.tw/taxa/d0f57dd6-aa16-4311-8724-485bfa48e12e
91f39fc0-c539-40ce-a6f4-113fa48e7886,species,Animalia,t0097856,"",Culex pipiens,Culex pipiens,相同Kingdom學名加命名者階層重複,14,https://taxatree.tbn.org.tw/taxa/91f39fc0-c539-40ce-a6f4-113fa48e7886
bd88a054-b8ab-4200-ae1c-0b877b2b00ef,species,Animalia,t0100120,"",Asarkina porcina,Asarkina porcina,相同Kingdom學名加命名者階層重複,5,https://taxatree.tbn.org.tw/taxa/bd88a054-b8ab-4200-ae1c-0b877b2b00ef
ebdab555-cea4-4eb9-b1e6-17877d3d2732,infraspecies,Animalia,t0098556,"",Polistes stigma stigma,Polistes stigma stigma,相同Kingdom學名加命名者階層重複,3,https://taxatree.tbn.org.tw/taxa/ebdab555-cea4-4eb9-b1e6-17877d3d2732
82dab9b9-52be-4ce7-aa00-3c080c6308b4,species,Animalia,t0098558,"",Polistes tenebricosus,Polistes tenebricosus,相同Kingdom學名加命名者階層重複,184,https://taxatree.tbn.org.tw/taxa/82dab9b9-52be-4ce7-aa00-3c080c6308b4
77c4a9b4-85e5-4804-bbe6-40ca39ff1e33,species,Animalia,t0097856,"",Culex pipiens,Culex pipiens,相同Kingdom學名加命名者階層重複,8,https://taxatree.tbn.org.tw/taxa/77c4a9b4-85e5-4804-bbe6-40ca39ff1e33
b15ea590-b1f6-4d4c-8d43-b77a12d5dafb,species,Animalia,t0098557,"",Polistes strigosus,Polistes strigosus,相同Kingdom學名加命名者階層重複,7,https://taxatree.tbn.org.tw/taxa/b15ea590-b1f6-4d4c-8d43-b77a12d5dafb
b1394712-9842-47bb-80f8-8df91725b11e,species,Animalia,t0100120,"",Asarkina porcina,Asarkina porcina,相同Kingdom學名加命名者階層重複,5,https://taxatree.tbn.org.tw/taxa/b1394712-9842-47bb-80f8-8df91725b11e
24042b09-8025-48a0-9e10-43f4a343a434,species,Animalia,t0098556,"",Polistes stigma,Polistes stigma,相同Kingdom學名加命名者階層重複,34,https://taxatree.tbn.org.tw/taxa/24042b09-8025-48a0-9e10-43f4a343a434
58cc779f-dc8c-49ac-ad0a-36450a9ffe18,infraspecies,Animalia,t0086138,"",Polistes stigma stigma,Polistes stigma stigma,相同Kingdom學名加命名者階層重複,4,https://taxatree.tbn.org.tw/taxa/58cc779f-dc8c-49ac-ad0a-36450a9ffe18
